answers,context,id,question,title
"{'answer_start': [35], 'text': ['Matthew Trammell']}","In 2012, Rolling Stone journalist Matthew Trammell asserted that the record was ahead of its time and wrote, ""Now that popular music has finally caught up to it, 808s & Heartbreak has revealed itself to be Kanyeâs most vulnerable work, and perhaps his most brilliant.""",56cf6aa44df3c31400b0d75f,What journalist gave \808s and Hearbreak\ critical acclimation 4 years after its release?,Kanye West
"{'answer_start': [35], 'text': ['Matthew Trammell']}","In 2012, Rolling Stone journalist Matthew Trammell asserted that the record was ahead of its time and wrote, ""Now that popular music has finally caught up to it, 808s & Heartbreak has revealed itself to be Kanyeâs most vulnerable work, and perhaps his most brilliant.""",56d10ab617492d1400aab7ee>,What was the name of the journalist that wrote about Kanye's album in 2012?,Kanye West
"{'answer_start': [57], 'text': ['2009 MTV Video Music Awards']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56cf6b6f4df3c31400b0d76b,Where did Kanye's famous mic-grab incident occur at?,Kanye West
"{'answer_start': [267], 'text': ['Taylor Swift']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56cf6b6f4df3c31400b0d76c,From who did Kanye grab the mic from to make his statement?,Kanye West
"{'answer_start': [539], 'text': ['Lady Gaga']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56cf6b6f4df3c31400b0d76e,Kanye's tour with what artist was cancelled following his outburst at the VMA's?,Kanye West
"{'answer_start': [57], 'text': ['2009']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56d10b8517492d1400aab7f0,In what year did Kanye's biggest controversy so far take place?,Kanye West
"{'answer_start': [316], 'text': ['BeyoncĂ©']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56d10b8517492d1400aab7f1,What artist did Kanye West interrupt Taylor Swift to defend?,Kanye West
"{'answer_start': [539], 'text': ['Lady Gaga']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56d10b8517492d1400aab7f2,"Which artist was Kanye supposed to tour with, but couldn't due to the Taylor Swift controversy?",Kanye West
"{'answer_start': [711], 'text': ['52nd Grammy Awards']}","West's controversial incident the following year at the 2009 MTV Video Music Awards was arguably his biggest controversy, and led to widespread outrage throughout the music industry. During the ceremony, West crashed the stage and grabbed the microphone from winner Taylor Swift in order to proclaim that, instead, BeyoncĂ©'s video for ""Single Ladies (Put a Ring on It)"", nominated for the same award, was ""one of the best videos of all time"". He was subsequently withdrawn from the remainder of the show for his actions. West's tour with Lady Gaga was cancelled in response to the controversy, and it was suggested that the incident was partially responsible for 808s & Heartbreak's lack of nominations at the 52nd Grammy Awards.",56d10b8517492d1400aab7f3>,What awards ceremony did Kanye not receive any nominations for after the MTV controversy?,Kanye West
"{'answer_start': [129], 'text': ['Hawaii']}","Following the highly publicized incident, West took a brief break from music and threw himself into fashion, only to hole up in Hawaii for the next few months writing and recording his next album. Importing his favorite producers and artists to work on and inspire his recording, West kept engineers behind the boards 24 hours a day and slept only in increments. Noah Callahan-Bever, a writer for Complex, was present during the sessions and described the ""communal"" atmosphere as thus: ""With the right songs and the right album, he can overcome any and all controversy, and we are here to contribute, challenge, and inspire."" A variety of artists contributed to the project, including close friends Jay-Z, Kid Cudi and Pusha T, as well as off-the-wall collaborations, such as with Justin Vernon of Bon Iver.",56cf6c824df3c31400b0d773,Where did Kanye base himself to create his next album?,Kanye West
"{'answer_start': [101], 'text': ['fashion']}","Following the highly publicized incident, West took a brief break from music and threw himself into fashion, only to hole up in Hawaii for the next few months writing and recording his next album. Importing his favorite producers and artists to work on and inspire his recording, West kept engineers behind the boards 24 hours a day and slept only in increments. Noah Callahan-Bever, a writer for Complex, was present during the sessions and described the ""communal"" atmosphere as thus: ""With the right songs and the right album, he can overcome any and all controversy, and we are here to contribute, challenge, and inspire."" A variety of artists contributed to the project, including close friends Jay-Z, Kid Cudi and Pusha T, as well as off-the-wall collaborations, such as with Justin Vernon of Bon Iver.",56d10be817492d1400aab802,What industry did Kanye turn to after taking a break from recording music?,Kanye West
"{'answer_start': [129], 'text': ['Hawaii']}","Following the highly publicized incident, West took a brief break from music and threw himself into fashion, only to hole up in Hawaii for the next few months writing and recording his next album. Importing his favorite producers and artists to work on and inspire his recording, West kept engineers behind the boards 24 hours a day and slept only in increments. Noah Callahan-Bever, a writer for Complex, was present during the sessions and described the ""communal"" atmosphere as thus: ""With the right songs and the right album, he can overcome any and all controversy, and we are here to contribute, challenge, and inspire."" A variety of artists contributed to the project, including close friends Jay-Z, Kid Cudi and Pusha T, as well as off-the-wall collaborations, such as with Justin Vernon of Bon Iver.",56d10be817492d1400aab803>,What state did Kanye West hide in while writing his next album?,Kanye West
"{'answer_start': [1], 'text': ['My Beautiful Dark Twisted Fantasy']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56cf6e364df3c31400b0d78d,What is the name of Kanye's album released in 2010?,Kanye West
"{'answer_start': [903], 'text': ['Album of the Year']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56cf6e364df3c31400b0d790,What award was My Beautiful Dark Twisted Fantasy omitted from?,Kanye West
"{'answer_start': [1], 'text': ['My Beautiful Dark Twisted Fantasy']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56d10ca817492d1400aab818,What was the name of Kanye's fifth album?,Kanye West
"{'answer_start': [79], 'text': ['November 2010']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56d10ca817492d1400aab819,When was Kanye West's fifth album debuted? ,Kanye West
"{'answer_start': [406], 'text': ['\\All of the Lights\\']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56d10ca817492d1400aab81a,What song off of Kanye's fifth album was a hit internationally?,Kanye West
"{'answer_start': [604], 'text': ['GOOD Fridays']}","My Beautiful Dark Twisted Fantasy, West's fifth studio album, was released in November 2010 to rave reviews from critics, many of whom described it as his best work that solidified his comeback. In stark contrast to his previous effort, which featured a minimalist sound, Dark Fantasy adopts a maximalist philosophy and deals with themes of celebrity and excess. The record included the international hit ""All of the Lights"", and Billboard hits ""Power"", ""Monster"", and ""Runaway"", the latter of which accompanied a 35-minute film of the same name. During this time, West initiated the free music program GOOD Fridays through his website, offering a free download of previously unreleased songs each Friday, a portion of which were included on the album. This promotion ran from August 20 - December 17, 2010. Dark Fantasy went on to go platinum in the United States, but its omission as a contender for Album of the Year at the 54th Grammy Awards was viewed as a ""snub"" by several media outlets.",56d10ca817492d1400aab81b>,What was the name of the free music promotion on Kanye's website in 2010?,Kanye West
"{'answer_start': [31], 'text': ['Coachella']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56cf71134df3c31400b0d7a3,What festival did Kanye headline in 2011?,Kanye West
"{'answer_start': [198], 'text': ['Jay-Z']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56cf71134df3c31400b0d7a4,With what other hiphop artist did Kanye collaborate with?,Kanye West
"{'answer_start': [832], 'text': ['Cannes Film Festival']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56cf71134df3c31400b0d7a5,Where did Kanye premier a film directed by himself in 2012?,Kanye West
"{'answer_start': [31], 'text': ['Coachella']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56d10dc217492d1400aab82e,What event did Kanye headline in 2011?,Kanye West
"{'answer_start': [176], 'text': ['Watch the Throne']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56d10dc217492d1400aab82f,What was the name of the joint album Kanye made with Jay Z?,Kanye West
"{'answer_start': [403], 'text': ['\\Niggas in Paris\\']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56d10dc217492d1400aab830,What was the top single off the album \Watch the Throne\?,Kanye West
"{'answer_start': [518], 'text': ['2012']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56d10dc217492d1400aab831,In what year was \Cruel Summer\ released?,Kanye West
"{'answer_start': [827], 'text': ['2012 Cannes Film Festival']}","Following a headlining set at Coachella 2011 that was described by The Hollywood Reporter as ""one of greatest hip-hop sets of all time"", West released the collaborative album Watch the Throne with Jay-Z. By employing a sales strategy that released the album digitally weeks before its physical counterpart, Watch the Throne became one of the few major label albums in the Internet age to avoid a leak. ""Niggas in Paris"" became the record's highest charting single, peaking at number five on the Billboard Hot 100. In 2012, West released the compilation album Cruel Summer, a collection of tracks by artists from West's record label GOOD Music. Cruel Summer produced four singles, two of which charted within the top twenty of the Hot 100: ""Mercy"" and ""Clique"". West also directed a film of the same name that premiered at the 2012 Cannes Film Festival in custom pyramid-shaped screening pavilion featuring seven screens.",56d10dc217492d1400aab832>,What film festival did Kanye West premier a film called \Cruel Summer\?,Kanye West
"{'answer_start': [117], 'text': ['Paris']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56cf71dc4df3c31400b0d7a9,Where did Kanye begin production on his sixth album?,Kanye West
"{'answer_start': [654], 'text': ['Yeezus']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56cf71dc4df3c31400b0d7ac,What became the name of his sixth studio album?,Kanye West
"{'answer_start': [1080], 'text': ['Kendrick Lamar']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56cf71dc4df3c31400b0d7ad,Who did Kanye tour alongside of in order to promote the efforts of Yeezus?,Kanye West
"{'answer_start': [68], 'text': ['2013']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56d10ec717492d1400aab85a,In what year did Kanye West begin working on his sixth album?,Kanye West
"{'answer_start': [334], 'text': ['architecture']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56d10ec717492d1400aab85b,What was the inspiration behind Kanye West's decision to call Rick Rubin?,Kanye West
"{'answer_start': [654], 'text': ['Yeezus']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56d10ec717492d1400aab85c,What was the name of Kanye's sixth album?,Kanye West
"{'answer_start': [695], 'text': ['June 18, 2013']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56d10ec717492d1400aab85d,On what date was Yeezus released?,Kanye West
"{'answer_start': [1080], 'text': ['Kendrick Lamar']}","Sessions for West's sixth solo effort begin to take shape in early 2013 in his own personal loft's living room at a Paris hotel. Determined to ""undermine the commercial"", he once again brought together close collaborators and attempted to incorporate Chicago drill, dancehall, acid house, and industrial music. Primarily inspired by architecture, West's perfectionist tendencies led him to contact producer Rick Rubin fifteen days shy of its due date to strip down the record's sound in favor of a more minimalist approach. Initial promotion of his sixth album included worldwide video projections of the album's music and live television performances. Yeezus, West's sixth album, was released June 18, 2013 to rave reviews from critics. It became the rapper's sixth consecutive number one debut, but also marked his lowest solo opening week sales. Def Jam issued ""Black Skinhead"" to radio in July 2013 as the album's lead single. On September 6, 2013, Kanye West announced he would be headlining his first solo tour in five years, to support Yeezus, with fellow American rapper Kendrick Lamar accompanying him along the way.",56d10ec717492d1400aab85e>,What artist did Kanye go on tour with while promoting album number six?,Kanye West
"{'answer_start': [104], 'text': ['North']}","In June 2013, West and television personality Kim Kardashian announced the birth of their first child, North. In October 2013, the couple announced their engagement to widespread media attention. November 2013, West stated that he was beginning work on his next studio album, hoping to release it by mid-2014, with production by Rick Rubin and Q-Tip. In December 2013, Adidas announced the beginning of an official apparel collaboration with West, to be premiered the following year. In May 2014, West and Kardashian were married in a private ceremony in Florence, Italy, with a variety of artists and celebrities in attendance. West released a single, ""Only One"", featuring Paul McCartney, on December 31, 2014. ""FourFiveSeconds"", a single jointly produced with Rihanna and McCartney, was released in January 2015. West also appeared on the Saturday Night Live 40th Anniversary Special, where he premiered a new song entitled ""Wolves"", featuring Sia Furler and fellow Chicago rapper, Vic Mensa. In February 2015, West premiered his clothing collaboration with Adidas, entitled Yeezy Season 1, to generally positive reviews. This would include West's Yeezy Boost sneakers. In March 2015, West released the single ""All Day"" featuring Theophilus London, Allan Kingdom and Paul McCartney. West performed the song at the 2015 BRIT Awards with a number of US rappers and UK grime MC's including: Skepta, Wiley, Novelist, Fekky, Krept & Konan, Stormzy, Allan Kingdom, Theophilus London and Vic Mensa. He would premiere the second iteration of his clothing line, Yeezy Season 2, in September 2015 at New York Fashion Week.",56cf737e4df3c31400b0d7b3,What was the name of Kanye's first child with Kim Kardashian?,Kanye West
