answers,context,id,question,title
"{'answer_start': [597], 'text': ['Federated Department Stores']}","After World War II Hudson's realized that the limited parking space at its downtown skyscraper would increasingly be a problem for its customers. The solution in 1954 was to open the Northland Center in nearby Southfield, just beyond the city limits. It was the largest suburban shopping center in the world, and quickly became the main shopping destination for northern and western Detroit, and for much of the suburbs. By 1961 the downtown skyscraper accounted for only half of Hudson's sales; it closed in 1986. The Northland Center Hudson's, rebranded Macy's in 2006 following acquisition by Federated Department Stores, was closed along with the remaining stores in the center in March 2015 due to the mall's high storefront vacancy, decaying infrastructure, and financial mismanagement.",57267be6708984140094c79e,What company purchased the Northland Center in 2006?,Department store
"{'answer_start': [557], 'text': [""Macy's""]}","After World War II Hudson's realized that the limited parking space at its downtown skyscraper would increasingly be a problem for its customers. The solution in 1954 was to open the Northland Center in nearby Southfield, just beyond the city limits. It was the largest suburban shopping center in the world, and quickly became the main shopping destination for northern and western Detroit, and for much of the suburbs. By 1961 the downtown skyscraper accounted for only half of Hudson's sales; it closed in 1986. The Northland Center Hudson's, rebranded Macy's in 2006 following acquisition by Federated Department Stores, was closed along with the remaining stores in the center in March 2015 due to the mall's high storefront vacancy, decaying infrastructure, and financial mismanagement.",57267be6708984140094c79f>,What was the Northfield Center renamed after it's purchase by another company?,Department store
"{'answer_start': [1], 'text': ['George Dayton']}","George Dayton had founded his Dayton's Dry Goods store in Minneapolis in 1902 and the AMC cooperative in 1912. His descendants built Southdale Center in 1956, opened the Target discount store chain in 1962 and the B. Dalton Bookseller chain in 1966. Dayton's grew to 19 stores under the Dayton's name plus five other regional names acquired by Dayton-Hudson. The Dayton-Hudson Corporation closed the flagship J. L. Hudson Department Store in downtown Detroit in 1983, but expanded its other retail operations. It acquired Mervyn's in 1978, Marshall Field's in 1990, and renamed itself the Target Corporation in 2000. In 2002, Dayton's and Hudson's were consolidated into the Marshall Field's name. In 2005, May Department Stores acquired all of the Marshall Field's stores and shortly thereafter, Macy's acquired May.",57267d63708984140094c7e1,Who opened Dayton's Dry Goods?,Department store
"{'answer_start': [74], 'text': ['1902']}","George Dayton had founded his Dayton's Dry Goods store in Minneapolis in 1902 and the AMC cooperative in 1912. His descendants built Southdale Center in 1956, opened the Target discount store chain in 1962 and the B. Dalton Bookseller chain in 1966. Dayton's grew to 19 stores under the Dayton's name plus five other regional names acquired by Dayton-Hudson. The Dayton-Hudson Corporation closed the flagship J. L. Hudson Department Store in downtown Detroit in 1983, but expanded its other retail operations. It acquired Mervyn's in 1978, Marshall Field's in 1990, and renamed itself the Target Corporation in 2000. In 2002, Dayton's and Hudson's were consolidated into the Marshall Field's name. In 2005, May Department Stores acquired all of the Marshall Field's stores and shortly thereafter, Macy's acquired May.",57267d63708984140094c7e2,In what year was Dayton's Dry Goods established? ,Department store
"{'answer_start': [154], 'text': ['1956']}","George Dayton had founded his Dayton's Dry Goods store in Minneapolis in 1902 and the AMC cooperative in 1912. His descendants built Southdale Center in 1956, opened the Target discount store chain in 1962 and the B. Dalton Bookseller chain in 1966. Dayton's grew to 19 stores under the Dayton's name plus five other regional names acquired by Dayton-Hudson. The Dayton-Hudson Corporation closed the flagship J. L. Hudson Department Store in downtown Detroit in 1983, but expanded its other retail operations. It acquired Mervyn's in 1978, Marshall Field's in 1990, and renamed itself the Target Corporation in 2000. In 2002, Dayton's and Hudson's were consolidated into the Marshall Field's name. In 2005, May Department Stores acquired all of the Marshall Field's stores and shortly thereafter, Macy's acquired May.",57267d63708984140094c7e3,When was the Southdale Center opened? ,Department store
"{'answer_start': [523], 'text': [""Mervyn's""]}","George Dayton had founded his Dayton's Dry Goods store in Minneapolis in 1902 and the AMC cooperative in 1912. His descendants built Southdale Center in 1956, opened the Target discount store chain in 1962 and the B. Dalton Bookseller chain in 1966. Dayton's grew to 19 stores under the Dayton's name plus five other regional names acquired by Dayton-Hudson. The Dayton-Hudson Corporation closed the flagship J. L. Hudson Department Store in downtown Detroit in 1983, but expanded its other retail operations. It acquired Mervyn's in 1978, Marshall Field's in 1990, and renamed itself the Target Corporation in 2000. In 2002, Dayton's and Hudson's were consolidated into the Marshall Field's name. In 2005, May Department Stores acquired all of the Marshall Field's stores and shortly thereafter, Macy's acquired May.",57267d63708984140094c7e4>,What store did the Dayton-Hudson Corporation purchase in 1978?,Department store
"{'answer_start': [4], 'text': ['1849']}","In 1849, Horne's began operations and soon became a leading Pittsburgh department store. In 1879, it opened a seven-story landmark which was the first department store in the city's downtown. In 1972, Associated Dry Goods acquired Horne's, and ADG expanded operations of Horne's to several stores in suburban malls throughout the Pittsburgh region as well as in Erie, Pennsylvania and Northeast Ohio. In December 1986, Horne's was acquired by a local investor group following ADG's acquisition by May Department Stores. By 1994, Federated Department Stores acquired the remaining ten Horne's stores and merged them with its Lazarus division, completely ceasing all operations of any store under the Horne's name.",57267df65951b619008f7493,In what year did Horne began doing business?,Department store
"{'answer_start': [61], 'text': ['Pittsburgh']}","In 1849, Horne's began operations and soon became a leading Pittsburgh department store. In 1879, it opened a seven-story landmark which was the first department store in the city's downtown. In 1972, Associated Dry Goods acquired Horne's, and ADG expanded operations of Horne's to several stores in suburban malls throughout the Pittsburgh region as well as in Erie, Pennsylvania and Northeast Ohio. In December 1986, Horne's was acquired by a local investor group following ADG's acquisition by May Department Stores. By 1994, Federated Department Stores acquired the remaining ten Horne's stores and merged them with its Lazarus division, completely ceasing all operations of any store under the Horne's name.",57267df65951b619008f7494,In what city did Horne begin their operations?,Department store
"{'answer_start': [202], 'text': ['Associated Dry Goods']}","In 1849, Horne's began operations and soon became a leading Pittsburgh department store. In 1879, it opened a seven-story landmark which was the first department store in the city's downtown. In 1972, Associated Dry Goods acquired Horne's, and ADG expanded operations of Horne's to several stores in suburban malls throughout the Pittsburgh region as well as in Erie, Pennsylvania and Northeast Ohio. In December 1986, Horne's was acquired by a local investor group following ADG's acquisition by May Department Stores. By 1994, Federated Department Stores acquired the remaining ten Horne's stores and merged them with its Lazarus division, completely ceasing all operations of any store under the Horne's name.",57267df65951b619008f7495,What company purchased Horne's in 1972?,Department store
"{'answer_start': [581], 'text': ['ten']}","In 1849, Horne's began operations and soon became a leading Pittsburgh department store. In 1879, it opened a seven-story landmark which was the first department store in the city's downtown. In 1972, Associated Dry Goods acquired Horne's, and ADG expanded operations of Horne's to several stores in suburban malls throughout the Pittsburgh region as well as in Erie, Pennsylvania and Northeast Ohio. In December 1986, Horne's was acquired by a local investor group following ADG's acquisition by May Department Stores. By 1994, Federated Department Stores acquired the remaining ten Horne's stores and merged them with its Lazarus division, completely ceasing all operations of any store under the Horne's name.",57267df65951b619008f7496>,How many Horne's stores did Federated Department Stores buy in 1994?,Department store
"{'answer_start': [53], 'text': ['the North German Confederation']}","The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",57264dedf1498d1400e8db8c,Which constitution gave legislative power to protect intellectual property?,Intellectual property
"{'answer_start': [303], 'text': ['1883']}","The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",57264dedf1498d1400e8db8d,When was the Paris Convention?,Intellectual property
"{'answer_start': [335], 'text': ['1886']}","The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",57264dedf1498d1400e8db8e,When was the Berne Convention?,Intellectual property
"{'answer_start': [351], 'text': ['1893']}","The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",57264dedf1498d1400e8db8f,When did the Paris and Berne administrative secretariats merge?,Intellectual property
"{'answer_start': [461], 'text': ['United International Bureaux for the Protection of Intellectual Property']}","The German equivalent was used with the founding of the North German Confederation whose constitution granted legislative power over the protection of intellectual property (Schutz des geistigen Eigentums) to the confederation. When the administrative secretariats established by the Paris Convention (1883) and the Berne Convention (1886) merged in 1893, they located in Berne, and also adopted the term intellectual property in their new combined title, the United International Bureaux for the Protection of Intellectual Property.",57264dedf1498d1400e8db90>,What name did the merged secretariats adopt?,Intellectual property
"{'answer_start': [34], 'text': ['October 1845']}","The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriĂ©tĂ© intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",57264ed5dd62a815002e8122,When was the patent case Davoll et al. v. Brown ruled on?,Intellectual property
"{'answer_start': [47], 'text': ['Massachusetts Circuit Court']}","The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriĂ©tĂ© intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",57264ed5dd62a815002e8123,Which court ruled on the patent case Davoll et al. v. Brown?,Intellectual property
"{'answer_start': [135], 'text': ['Justice Charles L. Woodbury']}","The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriĂ©tĂ© intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",57264ed5dd62a815002e8124,Who wrote that \only in this way can we protect intellectual property\?,Intellectual property
"{'answer_start': [457], 'text': ['1791']}","The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriĂ©tĂ© intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",57264ed5dd62a815002e8125,What year did the \discoveries are property\ concept appear in French law?,Intellectual property
"{'answer_start': [814], 'text': ['1846']}","The term can be found used in an October 1845 Massachusetts Circuit Court ruling in the patent case Davoll et al. v. Brown., in which Justice Charles L. Woodbury wrote that ""only in this way can we protect intellectual property, the labors of the mind, productions and interests are as much a man's own...as the wheat he cultivates, or the flocks he rears."" The statement that ""discoveries are...property"" goes back earlier. Section 1 of the French law of 1791 stated, ""All new discoveries are the property of the author; to assure the inventor the property and temporary enjoyment of his discovery, there shall be delivered to him a patent for five, ten or fifteen years."" In Europe, French author A. Nion mentioned propriĂ©tĂ© intellectuelle in his Droits civils des auteurs, artistes et inventeurs, published in 1846.",57264ed5dd62a815002e8126>,When did French author A. Nion mention intellectual property?,Intellectual property
"{'answer_start': [285], 'text': [""Hasagat Ge'vul (unfair encroachment)""]}","The concept's origins can potentially be traced back further. Jewish law includes several considerations whose effects are similar to those of modern intellectual property laws, though the notion of intellectual creations as property does not seem to exist â notably the principle of Hasagat Ge'vul (unfair encroachment) was used to justify limited-term publisher (but not author) copyright in the 16th century. In 500 BCE, the government of the Greek state of Sybaris offered one year's patent ""to all who should discover any new refinement in luxury"".",57264f85f1498d1400e8dbc2,Jewish law includes which principle used to justify copyright?,Intellectual property
"{'answer_start': [392], 'text': ['in the 16th century']}","The concept's origins can potentially be traced back further. Jewish law includes several considerations whose effects are similar to those of modern intellectual property laws, though the notion of intellectual creations as property does not seem to exist â notably the principle of Hasagat Ge'vul (unfair encroachment) was used to justify limited-term publisher (but not author) copyright in the 16th century. In 500 BCE, the government of the Greek state of Sybaris offered one year's patent ""to all who should discover any new refinement in luxury"".",57264f85f1498d1400e8dbc3,When did Jewish law recognize copyright?,Intellectual property
"{'answer_start': [478], 'text': ['one year']}","The concept's origins can potentially be traced back further. Jewish law includes several considerations whose effects are similar to those of modern intellectual property laws, though the notion of intellectual creations as property does not seem to exist â notably the principle of Hasagat Ge'vul (unfair encroachment) was used to justify limited-term publisher (but not author) copyright in the 16th century. In 500 BCE, the government of the Greek state of Sybaris offered one year's patent ""to all who should discover any new refinement in luxury"".",57264f85f1498d1400e8dbc5,How long was a patent valid in Sybaris?,Intellectual property
"{'answer_start': [416], 'text': ['500 BCE']}","The concept's origins can potentially be traced back further. Jewish law includes several considerations whose effects are similar to those of modern intellectual property laws, though the notion of intellectual creations as property does not seem to exist â notably the principle of Hasagat Ge'vul (unfair encroachment) was used to justify limited-term publisher (but not author) copyright in the 16th century. In 500 BCE, the government of the Greek state of Sybaris offered one year's patent ""to all who should discover any new refinement in luxury"".",57264f85f1498d1400e8dbc4>,When did Sybaris offer patents?,Intellectual property
"{'answer_start': [40], 'text': ['the government']}","A patent is a form of right granted by the government to an inventor, giving the owner the right to exclude others from making, using, selling, offering to sell, and importing an invention for a limited period of time, in exchange for the public disclosure of the invention. An invention is a solution to a specific technological problem, which may be a product or a process and generally has to fulfil three main requirements: it has to be new, not obvious and there needs to be an industrial applicability.:17",57264ffb708984140094c20f,Who grants a patent?,Intellectual property
"{'answer_start': [58], 'text': ['an inventor']}","A patent is a form of right granted by the government to an inventor, giving the owner the right to exclude others from making, using, selling, offering to sell, and importing an invention for a limited period of time, in exchange for the public disclosure of the invention. An invention is a solution to a specific technological problem, which may be a product or a process and generally has to fulfil three main requirements: it has to be new, not obvious and there needs to be an industrial applicability.:17",57264ffb708984140094c210,Who is a patent granted to?,Intellectual property
"{'answer_start': [404], 'text': ['three']}","A patent is a form of right granted by the government to an inventor, giving the owner the right to exclude others from making, using, selling, offering to sell, and importing an invention for a limited period of time, in exchange for the public disclosure of the invention. An invention is a solution to a specific technological problem, which may be a product or a process and generally has to fulfil three main requirements: it has to be new, not obvious and there needs to be an industrial applicability.:17",57264ffb708984140094c211,How many requirements does an invention need to fulfill for a patent?,Intellectual property
"{'answer_start': [317], 'text': ['technological']}","A patent is a form of right granted by the government to an inventor, giving the owner the right to exclude others from making, using, selling, offering to sell, and importing an invention for a limited period of time, in exchange for the public disclosure of the invention. An invention is a solution to a specific technological problem, which may be a product or a process and generally has to fulfil three main requirements: it has to be new, not obvious and there needs to be an industrial applicability.:17",57264ffb708984140094c212,An invention is a solution to what type of problem?,Intellectual property
"{'answer_start': [240], 'text': ['public disclosure of the invention']}","A patent is a form of right granted by the government to an inventor, giving the owner the right to exclude others from making, using, selling, offering to sell, and importing an invention for a limited period of time, in exchange for the public disclosure of the invention. An invention is a solution to a specific technological problem, which may be a product or a process and generally has to fulfil three main requirements: it has to be new, not obvious and there needs to be an industrial applicability.:17",57264ffb708984140094c213>,What is a patent offered in exchange for?,Intellectual property
"{'answer_start': [98], 'text': ['Promote progress.']}","The stated objective of most intellectual property law (with the exception of trademarks) is to ""Promote progress."" By exchanging limited exclusive rights for disclosure of inventions and creative works, society and the patentee/copyright owner mutually benefit, and an incentive is created for inventors and authors to create and disclose their work. Some commentators have noted that the objective of intellectual property legislators and those who support its implementation appears to be ""absolute protection"". ""If some intellectual property is desirable because it encourages innovation, they reason, more is better. The thinking is that creators will not have sufficient incentive to invent unless they are legally entitled to capture the full social value of their inventions"". This absolute protection or full value view treats intellectual property as another type of ""real"" property, typically adopting its law and rhetoric. Other recent developments in intellectual property law, such as the America Invents Act, stress international harmonization. Recently there has also been much debate over the desirability of using intellectual property rights to protect cultural heritage, including intangible ones, as well as over risks of commodification derived from this possibility. The issue still remains open in legal scholarship.",5726508f5951b619008f6faf,What is the stated objective of most intellectual property law?,Intellectual property
"{'answer_start': [321], 'text': ['create and disclose their work']}","The stated objective of most intellectual property law (with the exception of trademarks) is to ""Promote progress."" By exchanging limited exclusive rights for disclosure of inventions and creative works, society and the patentee/copyright owner mutually benefit, and an incentive is created for inventors and authors to create and disclose their work. Some commentators have noted that the objective of intellectual property legislators and those who support its implementation appears to be ""absolute protection"". ""If some intellectual property is desirable because it encourages innovation, they reason, more is better. The thinking is that creators will not have sufficient incentive to invent unless they are legally entitled to capture the full social value of their inventions"". This absolute protection or full value view treats intellectual property as another type of ""real"" property, typically adopting its law and rhetoric. Other recent developments in intellectual property law, such as the America Invents Act, stress international harmonization. Recently there has also been much debate over the desirability of using intellectual property rights to protect cultural heritage, including intangible ones, as well as over risks of commodification derived from this possibility. The issue still remains open in legal scholarship.",5726508f5951b619008f6fb0,What do patents create an incentive for inventors to do?,Intellectual property
"{'answer_start': [791], 'text': ['absolute protection or full value']}","The stated objective of most intellectual property law (with the exception of trademarks) is to ""Promote progress."" By exchanging limited exclusive rights for disclosure of inventions and creative works, society and the patentee/copyright owner mutually benefit, and an incentive is created for inventors and authors to create and disclose their work. Some commentators have noted that the objective of intellectual property legislators and those who support its implementation appears to be ""absolute protection"". ""If some intellectual property is desirable because it encourages innovation, they reason, more is better. The thinking is that creators will not have sufficient incentive to invent unless they are legally entitled to capture the full social value of their inventions"". This absolute protection or full value view treats intellectual property as another type of ""real"" property, typically adopting its law and rhetoric. Other recent developments in intellectual property law, such as the America Invents Act, stress international harmonization. Recently there has also been much debate over the desirability of using intellectual property rights to protect cultural heritage, including intangible ones, as well as over risks of commodification derived from this possibility. The issue still remains open in legal scholarship.",5726508f5951b619008f6fb1,Which view treats intellectual property as another type of \real\ property?,Intellectual property
"{'answer_start': [1004], 'text': ['America Invents Act']}","The stated objective of most intellectual property law (with the exception of trademarks) is to ""Promote progress."" By exchanging limited exclusive rights for disclosure of inventions and creative works, society and the patentee/copyright owner mutually benefit, and an incentive is created for inventors and authors to create and disclose their work. Some commentators have noted that the objective of intellectual property legislators and those who support its implementation appears to be ""absolute protection"". ""If some intellectual property is desirable because it encourages innovation, they reason, more is better. The thinking is that creators will not have sufficient incentive to invent unless they are legally entitled to capture the full social value of their inventions"". This absolute protection or full value view treats intellectual property as another type of ""real"" property, typically adopting its law and rhetoric. Other recent developments in intellectual property law, such as the America Invents Act, stress international harmonization. Recently there has also been much debate over the desirability of using intellectual property rights to protect cultural heritage, including intangible ones, as well as over risks of commodification derived from this possibility. The issue still remains open in legal scholarship.",5726508f5951b619008f6fb2>,Which recent law stresses international harmonization?,Intellectual property
"{'answer_start': [129], 'text': ['more than US$5 trillion']}","In 2013 the United States Patent & Trademark Office approximated that the worth of intellectual property to the U.S. economy is more than US$5 trillion and creates employment for an estimated 18 million American people. The value of intellectual property is considered similarly high in other developed nations, such as those in the European Union. In the UK, IP has become a recognised asset class for use in pension-led funding and other types of business finance. However, in 2013, the UK Intellectual Property Office stated: ""There are millions of intangible business assets whose value is either not being leveraged at all, or only being leveraged inadvertently"".",572651155951b619008f6fb7,How much was the worth of intellectual property to the U.S. economy in 2013?,Intellectual property
"{'answer_start': [193], 'text': ['18 million']}","In 2013 the United States Patent & Trademark Office approximated that the worth of intellectual property to the U.S. economy is more than US$5 trillion and creates employment for an estimated 18 million American people. The value of intellectual property is considered similarly high in other developed nations, such as those in the European Union. In the UK, IP has become a recognised asset class for use in pension-led funding and other types of business finance. However, in 2013, the UK Intellectual Property Office stated: ""There are millions of intangible business assets whose value is either not being leveraged at all, or only being leveraged inadvertently"".",572651155951b619008f6fb8,How many Americans did intellectual property create employment for in 2013?,Intellectual property
"{'answer_start': [353], 'text': ['the UK']}","In 2013 the United States Patent & Trademark Office approximated that the worth of intellectual property to the U.S. economy is more than US$5 trillion and creates employment for an estimated 18 million American people. The value of intellectual property is considered similarly high in other developed nations, such as those in the European Union. In the UK, IP has become a recognised asset class for use in pension-led funding and other types of business finance. However, in 2013, the UK Intellectual Property Office stated: ""There are millions of intangible business assets whose value is either not being leveraged at all, or only being leveraged inadvertently"".",572651155951b619008f6fb9,Where has IP become a recognised asset class?,Intellectual property
"{'answer_start': [541], 'text': ['millions']}","In 2013 the United States Patent & Trademark Office approximated that the worth of intellectual property to the U.S. economy is more than US$5 trillion and creates employment for an estimated 18 million American people. The value of intellectual property is considered similarly high in other developed nations, such as those in the European Union. In the UK, IP has become a recognised asset class for use in pension-led funding and other types of business finance. However, in 2013, the UK Intellectual Property Office stated: ""There are millions of intangible business assets whose value is either not being leveraged at all, or only being leveraged inadvertently"".",572651155951b619008f6fba>,How many intangible assets are not being leveraged in the UK?,Intellectual property
"{'answer_start': [1], 'text': ['Patent infringement']}","Patent infringement typically is caused by using or selling a patented invention without permission from the patent holder. The scope of the patented invention or the extent of protection is defined in the claims of the granted patent. There is safe harbor in many jurisdictions to use a patented invention for research. This safe harbor does not exist in the US unless the research is done for purely philosophical purposes, or in order to gather data in order to prepare an application for regulatory approval of a drug. In general, patent infringement cases are handled under civil law (e.g., in the United States) but several jurisdictions incorporate infringement in criminal law also (for example, Argentina, China, France, Japan, Russia, South Korea).",57265190708984140094c22d,What is caused by using or selling a patented invention without permission?,Intellectual property
"{'answer_start': [354], 'text': ['in the US']}","Patent infringement typically is caused by using or selling a patented invention without permission from the patent holder. The scope of the patented invention or the extent of protection is defined in the claims of the granted patent. There is safe harbor in many jurisdictions to use a patented invention for research. This safe harbor does not exist in the US unless the research is done for purely philosophical purposes, or in order to gather data in order to prepare an application for regulatory approval of a drug. In general, patent infringement cases are handled under civil law (e.g., in the United States) but several jurisdictions incorporate infringement in criminal law also (for example, Argentina, China, France, Japan, Russia, South Korea).",57265190708984140094c22e,Where does the safe harbor to use a patented invention for research generally not exist?,Intellectual property
"{'answer_start': [580], 'text': ['civil']}","Patent infringement typically is caused by using or selling a patented invention without permission from the patent holder. The scope of the patented invention or the extent of protection is defined in the claims of the granted patent. There is safe harbor in many jurisdictions to use a patented invention for research. This safe harbor does not exist in the US unless the research is done for purely philosophical purposes, or in order to gather data in order to prepare an application for regulatory approval of a drug. In general, patent infringement cases are handled under civil law (e.g., in the United States) but several jurisdictions incorporate infringement in criminal law also (for example, Argentina, China, France, Japan, Russia, South Korea).",57265190708984140094c22f,What type of law handles patent infringement cases in the US?,Intellectual property
"{'answer_start': [673], 'text': ['criminal']}","Patent infringement typically is caused by using or selling a patented invention without permission from the patent holder. The scope of the patented invention or the extent of protection is defined in the claims of the granted patent. There is safe harbor in many jurisdictions to use a patented invention for research. This safe harbor does not exist in the US unless the research is done for purely philosophical purposes, or in order to gather data in order to prepare an application for regulatory approval of a drug. In general, patent infringement cases are handled under civil law (e.g., in the United States) but several jurisdictions incorporate infringement in criminal law also (for example, Argentina, China, France, Japan, Russia, South Korea).",57265190708984140094c230,What type of law handles patent infringement cases in China?,Intellectual property
"{'answer_start': [673], 'text': ['criminal']}","Patent infringement typically is caused by using or selling a patented invention without permission from the patent holder. The scope of the patented invention or the extent of protection is defined in the claims of the granted patent. There is safe harbor in many jurisdictions to use a patented invention for research. This safe harbor does not exist in the US unless the research is done for purely philosophical purposes, or in order to gather data in order to prepare an application for regulatory approval of a drug. In general, patent infringement cases are handled under civil law (e.g., in the United States) but several jurisdictions incorporate infringement in criminal law also (for example, Argentina, China, France, Japan, Russia, South Korea).",57265190708984140094c231>,What type of law handles patent infringement cases in Russia?,Intellectual property
"{'answer_start': [576], 'text': ['May 2011']}","Copyright infringement is reproducing, distributing, displaying or performing a work, or to make derivative works, without permission from the copyright holder, which is typically a publisher or other business representing or assigned by the work's creator. It is often called ""piracy"". While copyright is created the instance a work is fixed, generally the copyright holder can only get money damages if the owner registers the copyright.[citation needed] Enforcement of copyright is generally the responsibility of the copyright holder. The ACTA trade agreement, signed in May 2011 by the United States, Japan, Switzerland, and the EU, and which has not entered into force, requires that its parties add criminal penalties, including incarceration and fines, for copyright and trademark infringement, and obligated the parties to active police for infringement. There are limitations and exceptions to copyright, allowing limited use of copyrighted works, which does not constitute infringement. Examples of such doctrines are the fair use and fair dealing doctrine.",5726520d708984140094c241,When was the ACTA trade agreement signed?,Intellectual property
"{'answer_start': [592], 'text': ['United States, Japan, Switzerland, and the EU']}","Copyright infringement is reproducing, distributing, displaying or performing a work, or to make derivative works, without permission from the copyright holder, which is typically a publisher or other business representing or assigned by the work's creator. It is often called ""piracy"". While copyright is created the instance a work is fixed, generally the copyright holder can only get money damages if the owner registers the copyright.[citation needed] Enforcement of copyright is generally the responsibility of the copyright holder. The ACTA trade agreement, signed in May 2011 by the United States, Japan, Switzerland, and the EU, and which has not entered into force, requires that its parties add criminal penalties, including incarceration and fines, for copyright and trademark infringement, and obligated the parties to active police for infringement. There are limitations and exceptions to copyright, allowing limited use of copyrighted works, which does not constitute infringement. Examples of such doctrines are the fair use and fair dealing doctrine.",5726520d708984140094c242,Which countries signed ACTA?,Intellectual property
"{'answer_start': [1034], 'text': ['fair use and fair dealing']}","Copyright infringement is reproducing, distributing, displaying or performing a work, or to make derivative works, without permission from the copyright holder, which is typically a publisher or other business representing or assigned by the work's creator. It is often called ""piracy"". While copyright is created the instance a work is fixed, generally the copyright holder can only get money damages if the owner registers the copyright.[citation needed] Enforcement of copyright is generally the responsibility of the copyright holder. The ACTA trade agreement, signed in May 2011 by the United States, Japan, Switzerland, and the EU, and which has not entered into force, requires that its parties add criminal penalties, including incarceration and fines, for copyright and trademark infringement, and obligated the parties to active police for infringement. There are limitations and exceptions to copyright, allowing limited use of copyrighted works, which does not constitute infringement. Examples of such doctrines are the fair use and fair dealing doctrine.",5726520d708984140094c243,Which doctrines allow limited use of copyrighted works?,Intellectual property
"{'answer_start': [279], 'text': ['piracy']}","Copyright infringement is reproducing, distributing, displaying or performing a work, or to make derivative works, without permission from the copyright holder, which is typically a publisher or other business representing or assigned by the work's creator. It is often called ""piracy"". While copyright is created the instance a work is fixed, generally the copyright holder can only get money damages if the owner registers the copyright.[citation needed] Enforcement of copyright is generally the responsibility of the copyright holder. The ACTA trade agreement, signed in May 2011 by the United States, Japan, Switzerland, and the EU, and which has not entered into force, requires that its parties add criminal penalties, including incarceration and fines, for copyright and trademark infringement, and obligated the parties to active police for infringement. There are limitations and exceptions to copyright, allowing limited use of copyrighted works, which does not constitute infringement. Examples of such doctrines are the fair use and fair dealing doctrine.",5726520d708984140094c244>,What is the common term for copyright infringement?,Intellectual property
